filename,mean_grain_diameter_px,grain_count,dominant_colors,color_percentages
images(308).jpg,24.93,16,"brown, black, gray","brown: 23.3%, black: 21.3%, gray: 20.1%"
images(309).jpg,88.91,2,"gray, white, gray","gray: 26.6%, white: 26.3%, gray: 23.0%"
images(31).jpg,21.65,3,"gray, white, gray","gray: 33.3%, white: 26.9%, gray: 20.9%"
images(310).jpg,23.36,12,"gray, brown, gray","gray: 24.4%, brown: 23.3%, gray: 20.7%"
images(311).jpg,32.41,9,"gray, gray, gray","gray: 30.0%, gray: 22.7%, gray: 21.5%"
images(312).jpg,18.84,17,"gray, gray, gray","gray: 30.1%, gray: 23.4%, gray: 19.9%"
images(313).jpg,11.11,33,"gray, gray, gray","gray: 31.8%, gray: 26.9%, gray: 16.7%"
images(314).jpg,248.64,1,"brown, gray, black","brown: 30.0%, gray: 26.1%, black: 18.1%"
images(315).jpg,0,0,"white, gray, white","white: 29.5%, gray: 27.2%, white: 23.8%"
images(316).jpg,37.21,7,"gray, gray, gray","gray: 37.0%, gray: 32.2%, gray: 19.4%"
images(317).jpg,249.68,1,"gray, gray, brown","gray: 40.8%, gray: 27.2%, brown: 18.6%"
images(318).jpg,26.84,7,"white, white, gray","white: 59.0%, white: 17.5%, gray: 14.8%"
images(319).jpg,15.96,26,"gray, gray, gray","gray: 34.5%, gray: 24.4%, gray: 16.9%"
images(32).jpg,17.86,17,"gray, white, gray","gray: 30.5%, white: 22.0%, gray: 21.8%"
images(320).jpg,251.98,1,"white, gray, black","white: 31.0%, gray: 28.1%, black: 16.7%"
images(324).jpg,38.96,15,"gray, gray, black","gray: 28.7%, gray: 25.0%, black: 24.7%"
images(326).jpg,9.73,65,"gray, gray, gray","gray: 30.3%, gray: 22.5%, gray: 20.6%"
images(327).jpg,41.79,11,"white, gray, gray","white: 53.0%, gray: 18.6%, gray: 11.9%"
images(328).jpg,17.5,22,"gray, gray, white","gray: 28.5%, gray: 23.3%, white: 21.8%"
images(329).jpg,16.34,8,"white, gray, gray","white: 80.1%, gray: 7.3%, gray: 6.3%"
images(33).jpg,102.48,1,"white, brown, maroon","white: 78.3%, brown: 9.1%, maroon: 5.0%"
images(331).jpg,14.5,30,"gray, gray, gray","gray: 38.7%, gray: 21.1%, gray: 18.3%"
images(332).jpg,22.65,9,"gray, gray, gray","gray: 40.6%, gray: 20.4%, gray: 16.4%"
images(333).jpg,12.18,20,"gray, gray, gray","gray: 30.4%, gray: 28.5%, gray: 21.0%"
images(334).jpg,8.85,59,"gray, gray, gray","gray: 28.3%, gray: 27.2%, gray: 22.2%"
images(335).jpg,8.02,47,"gray, gray, white","gray: 29.4%, gray: 25.5%, white: 22.4%"
images(336).jpg,20.88,23,"gray, white, gray","gray: 28.4%, white: 22.9%, gray: 22.1%"
images(337).jpg,112.65,2,"gray, brown, gray","gray: 30.0%, brown: 26.8%, gray: 19.2%"
images(338).jpg,21.35,19,"gray, black, gray","gray: 28.1%, black: 21.7%, gray: 17.9%"
