filename,mean_grain_diameter_px,grain_count,dominant_colors,color_percentages
307.jpg,51.87,171,"black, maroon, gray","black: 32.5%, maroon: 25.6%, gray: 15.8%"
308.jpg,8.38,12426,"gray, gray, gray","gray: 32.2%, gray: 23.9%, gray: 22.8%"
309.jpg,2766.48,1,"black, maroon, gray","black: 54.8%, maroon: 21.2%, gray: 11.2%"
31.jpg,32.8,17,"brown, gray, maroon","brown: 35.0%, gray: 19.6%, maroon: 19.3%"
310.jpg,2766.48,1,"black, maroon, gray","black: 54.8%, maroon: 21.2%, gray: 11.2%"
311.jpg,6.5,17,"white, white, white","white: 32.2%, white: 26.7%, white: 22.1%"
312.jpg,9.18,671,"white, white, gray","white: 35.5%, white: 29.8%, gray: 22.7%"
313.jpg,37.35,149,"maroon, brown, white","maroon: 31.8%, brown: 24.0%, white: 15.7%"
314.jpg,12.78,1534,"brown, brown, brown","brown: 27.1%, brown: 24.9%, brown: 22.5%"
315.jpg,10.83,473,"white, white, gray","white: 51.3%, white: 18.6%, gray: 15.6%"
316.jpg,14.04,77,"white, gray, gray","white: 44.8%, gray: 23.2%, gray: 17.2%"
317.jpg,11.05,70,"white, gray, white","white: 52.8%, gray: 17.9%, white: 13.5%"
318.jpg,23.3,26,"white, brown, brown","white: 26.9%, brown: 25.3%, brown: 22.9%"
319.jpg,15.36,74,"gray, gray, gray","gray: 37.5%, gray: 19.6%, gray: 18.3%"
32.jpg,43.05,12,"black, white, brown","black: 39.0%, white: 19.2%, brown: 16.2%"
321.jpg,6.76,30,"gray, gray, white","gray: 31.1%, gray: 27.4%, white: 19.3%"
322.jpg,22.87,20,"gray, white, gray","gray: 25.7%, white: 24.6%, gray: 17.7%"
323.jpg,18.75,1154,"brown, gray, gray","brown: 27.4%, gray: 26.6%, gray: 19.4%"
324.jpg,25.77,137,"brown, gray, maroon","brown: 31.1%, gray: 27.8%, maroon: 17.5%"
33.jpg,6.62,122,"gray, gray, gray","gray: 30.5%, gray: 27.8%, gray: 19.7%"
34.jpg,256.14,2,"brown, brown, black","brown: 25.8%, brown: 23.7%, black: 20.1%"
35.jpg,13.59,149,"gray, gray, maroon","gray: 24.6%, gray: 22.7%, maroon: 20.3%"
36.jpg,13.59,149,"gray, gray, maroon","gray: 24.6%, gray: 22.7%, maroon: 20.3%"
37.jpg,13.12,157,"gray, brown, orange","gray: 29.4%, brown: 24.4%, orange: 21.1%"
38.jpg,282.72,2,"brown, black, gray","brown: 32.8%, black: 26.0%, gray: 25.1%"
39.jpg,279.02,2,"brown, gray, black","brown: 34.5%, gray: 25.5%, black: 21.6%"
4.jpg,9.37,272,"white, gray, gray","white: 33.6%, gray: 21.9%, gray: 18.3%"
40.jpg,9.53,204,"gray, white, gray","gray: 35.1%, white: 24.1%, gray: 19.7%"
41.jpg,19.91,31,"brown, white, gray","brown: 24.9%, white: 24.0%, gray: 19.5%"
42.jpg,24.13,30,"blue, gray, cyan","blue: 38.8%, gray: 23.7%, cyan: 17.6%"
43.jpg,217.77,2,"black, black, purple","black: 40.8%, black: 30.5%, purple: 20.6%"
44.jpg,117.24,5,"brown, maroon, brown","brown: 31.3%, maroon: 24.6%, brown: 19.5%"
45.jpg,11.44,71,"white, white, gray","white: 33.5%, white: 29.4%, gray: 23.4%"
46.jpg,24.9,38,"gray, white, brown","gray: 30.5%, white: 28.6%, brown: 17.2%"
47.jpg,50.16,12,"maroon, brown, gray","maroon: 29.0%, brown: 25.6%, gray: 20.2%"
48.jpg,16.8,69,"white, gray, gray","white: 40.3%, gray: 23.5%, gray: 15.8%"
49.jpg,19.31,52,"white, gray, brown","white: 29.6%, gray: 23.9%, brown: 17.3%"
5.jpg,9.98,253,"brown, gray, white","brown: 26.2%, gray: 25.5%, white: 23.7%"
50.jpg,12.48,40,"orange, orange, brown","orange: 42.5%, orange: 26.5%, brown: 20.1%"
51.jpg,27.03,29,"orange, orange, brown","orange: 34.8%, orange: 25.8%, brown: 25.0%"
52.jpg,20.23,28,"white, brown, brown","white: 28.5%, brown: 21.6%, brown: 20.1%"
53.jpg,14.7,67,"maroon, brown, orange","maroon: 28.2%, brown: 27.2%, orange: 22.8%"
54.jpg,9.77,39,"white, gray, gray","white: 84.9%, gray: 5.3%, gray: 4.2%"
55.jpg,11.97,139,"white, gray, cyan","white: 35.1%, gray: 23.7%, cyan: 16.5%"
56.jpg,47.05,17,"brown, maroon, gray","brown: 31.1%, maroon: 26.1%, gray: 18.7%"
57.jpg,39.9,15,"maroon, gray, brown","maroon: 31.2%, gray: 24.3%, brown: 19.5%"
58.jpg,9.7,671,"gray, white, gray","gray: 24.3%, white: 21.5%, gray: 20.4%"
59.jpg,44.68,13,"gray, gray, black","gray: 31.5%, gray: 19.1%, black: 19.0%"
6.jpg,12.93,79,"gray, gray, white","gray: 27.6%, gray: 26.0%, white: 23.8%"
