filename,mean_grain_diameter_px,grain_count,dominant_colors,color_percentages
1 (605).jpg,7.82,22,"white, gray, gray","white: 44.6%, gray: 17.9%, gray: 15.3%"
1 (606).jpg,18.88,15,"white, gray, gray","white: 59.8%, gray: 14.4%, gray: 11.4%"
1 (607).jpg,9.31,77,"gray, gray, white","gray: 29.8%, gray: 23.6%, white: 22.0%"
1 (608).jpg,252.03,1,"gray, gray, gray","gray: 64.2%, gray: 16.0%, gray: 10.2%"
1 (609).jpg,9.04,26,"white, white, gray","white: 32.9%, white: 31.0%, gray: 20.0%"
1 (610).jpg,17.75,12,"white, gray, white","white: 36.0%, gray: 26.7%, white: 15.2%"
1 (611).jpg,22.08,12,"gray, gray, gray","gray: 24.4%, gray: 23.9%, gray: 18.6%"
1 (612).jpg,11.3,35,"gray, gray, gray","gray: 29.1%, gray: 22.2%, gray: 19.8%"
1 (613).jpg,43.79,5,"black, gray, gray","black: 38.0%, gray: 23.8%, gray: 17.3%"
1 (614).jpg,251.63,1,"black, brown, gray","black: 25.9%, brown: 24.3%, gray: 20.4%"
1 (615).jpg,16.65,18,"gray, gray, white","gray: 40.6%, gray: 32.1%, white: 10.0%"
1 (616).jpg,14.09,30,"gray, gray, gray","gray: 27.7%, gray: 25.8%, gray: 19.5%"
1 (617).jpg,19.3,14,"white, white, gray","white: 32.1%, white: 29.1%, gray: 20.5%"
1 (618).jpg,11.15,4,"white, white, white","white: 63.3%, white: 17.3%, white: 9.0%"
1 (7).jpg,0,0,"white, white, white","white: 51.8%, white: 15.9%, white: 15.3%"
1 (8).jpg,5.03,3,"gray, white, gray","gray: 28.0%, white: 27.8%, gray: 21.1%"
1 (9).jpg,251.79,1,"black, black, white","black: 32.4%, black: 24.9%, white: 18.2%"
15169970468_ef3c6b5bff_b.jpg,943.2,1,"gray, gray, gray","gray: 30.9%, gray: 24.4%, gray: 20.9%"
1655-Ahola-dolomite-marble-8-cm.jpg,8.8,544,"gray, gray, white","gray: 27.8%, gray: 24.6%, white: 20.1%"
1757-marble-calcite-Leivset-19-cm.jpg,6.57,64,"gray, white, gray","gray: 32.4%, white: 21.8%, gray: 20.8%"
31e2cae7a399bd4322fc2f0a8351995e.jpg,12.48,73,"white, white, gray","white: 61.6%, white: 16.2%, gray: 12.4%"
